id_doc,chunk
sd31_manual.pdf,", 1.0 volt the voltage process output transmits 1.000v . output 1 calibrate , 9.0 volt the voltage process output transmits 9.000v . output 1 calibrate , 4.0 ma the current process output transmits 4.000 ma . output 1 calibrate , 16.0 ma the current process output transmits 16.000 ma . no yes no yes no yes no yes no yes no yes no na always active . no na always active . no na process output installed for output 1. no na process output installed for output 1. no na process output installed for output 1. no na process output installed for output 1. the series sd31 controller can be calibrated only with the front panel controls . these parameters are not accessible through serial communications . watlow series sd31 cid1 45 cid1 chapter 9 factor y calibrating the series sd31 warm up the unit for 20 minutes . to reach the cali bration parameters , enter the factory page by pressing and holding both the down key and up key for six seconds . once on the factory page fact , use the down key to select a parameter . press and hold the key to view or"
sd31_manual.pdf,"change the parameter value . the last parameters on the factory page are the input and output calibration parameters . you can restore the original factory calibration with restore factory calibration rest factory page . note infosensetm should be turned off while verifying calibration of the controller with a calibration source . thermocouple input procedure equipment cid127 type j reference compensator with reference junc tion at 0c 32f , or type j thermocouple calibra tor to 0c 32f . cid127 precision millivolt source , 0 to 50 mv minimum range , 0.002 mv resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . 2. connect the millivolt source to terminals 11 and 10 with copper wire . 3. enter 50.00 mv from the millivolt source . allow at least 10 seconds to stabilize . press the down key until the thermocouple calibration 50 mv param eter tc50 appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 50.000 mv input and move to the next parameter . 4. enter 0.000 mv"
sd31_manual.pdf,"from the millivolt source . allow at least 10 seconds to stabilize . at the thermocouple calibration 0 mv parameter tc00 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 0.000 mv input and move to the next parameter . 5. disconnect the millivolt source and connect the ref erence compensator or thermocouple calibrator to terminals 11 and 10 . with type j thermocou ple wire , if using a compensator , turn it on and short the input wires . when using a type j calibra tor , set it to simulate 0c 32f . allow 10 seconds for the controller to stabilize.press the down key until the thermocouple calibration 32 parame ter tc32 , appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store the 32 input . and move to the next parameter or press the infinity key to exit the factory page . 6. rewire for operation and verify calibration . rtd input procedure equipment cid127 1 k decade box"
sd31_manual.pdf,"with 0.01 resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter 2 . 2. connect the decade box to terminals 10 s1 , 11 s3 and 8 s2 , with 20 to 24gauge wire . 3. enter 15.00 from the decade box . allow at least 10 seconds to stabilize . press the down key until the rtd calibration 15 parameter r15 ap pears . press and hold the key and change no to yes by pressing the down key . re lease the key and press the down key to store 15 input and move to the next parameter . 4. enter 380.00 from the decade box . allow at least 10 seconds to stabilize . at the rtd calibration 380 parameter r380 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 380 input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . voltage process input procedure equipment cid127 precision voltage source , 0 to"
sd31_manual.pdf,"10v minimum range , with 0.001v resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . input 2. connect the voltage source to terminals 11 and 9 of the controller . 3. enter 1.00v from the voltage source to the con troller . allow at least 10 seconds to stabilize . press the down key until the input calibrate 1v pa rameter , u1 appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 1.00v input and move to the next parameter . 4. enter 9.00v from the voltage source to the con troller . allow at least 10 seconds to stabilize . at the input calibrate 9v parameter , u9 , press and hold the key and change no to yes by pressing the down key . release the key and press the down to store 9.00v input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . watlow series sd31 cid1 46 cid1 chapter"
sd31_manual.pdf,"9 factor y milliamperes 6. connect the voltammeter to terminals 7 and 5 . 7. press the down key until the output 1 cali brate 4 ma parameter , 014a appears . press and hold the key and change no to yes by pressing the down key . release the key . the current output value appears in the display . press the up or down key to adjust the dis play value to match the value from the voltamme ter . the unit should stabilize within one second . re peat until the voltammeter reads 4.00 ma , 0.1 ma . press the down key to store the value and move to the next parameter . 8. at output 1 calibrate 16 ma parameter 0116 , press and hold the key and change no to yes by pressing the down key . release the key . the current output value appears in the display . press the up or down key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 16.00 ma , 0.1 ma . press the down key to store"
sd31_manual.pdf,"the value and move to the next parameter or press the infinity key to exit the factory page . 9. rewire for operation and verify calibration . restoring factory calibration cid127 press the up and down keys together for six seconds until fact appears in the display . cid127 press the down key to step through the parame ters until the rest appears . cid127 press and hold the key and change no to yes by pressing the down key . release the key and press the infinity key to exit the factory page . current process input procedure equipment cid127 precision current source , 0 to 20 ma range , with 0.01 ma resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . 2. connect the current source to terminals 11 and 8 . 3. enter 4.00 ma from the current source to the con troller . allow at least 10 seconds to stabilize . press the down key until the input calibrate 4 ma parameter , a4 appears . press and hold the key and change no to yes by press ing the down key . release"
sd31_manual.pdf,"the key and press the down key to store the 4 ma input and move to the next parameter . 4. enter 16.00 ma from the current source to the con troller . allow at least 10 seconds to stabilize . at the input calibrate 16 ma parameter , a16 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store the 16 ma input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . process output procedures equipment cid127 precision voltammeter with 3.5digit resolution . output 1 setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . volts 2. connect the voltammeter to terminals 7 and 6 . 3. press the down key until the output 1 cali brate 1 v parameter , 011u appears . press and hold the key and change no to yes by pressing the down key . release the key . the voltage output value appears in the display . press the up or down"
sd31_manual.pdf,"key to adjust the dis play value to match the value from the voltamme ter . the unit should stabilize within one second . re peat until the voltammeter reads 1.00 v , 0.1 v. press the down key to store the value and move to the next parameter . 4. at output 1 calibrate 9 v parameter 019u , press and hold the key and change no to yes by pressing the down key . release the key . the voltage output value appears in the display . press the up or down key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 9.00 v , 0.1 v. press the down key to store the value and move to the next parameter or press the infini ty key to exit the factory page . 5. rewire for operation and verify calibration . watlow series sd31 cid1 47 cid1 chapter 9 factor y 10 features saving and restoring user settings . . . . . . . . . . . . . . . . . . .49 operations page . ."
sd31_manual.pdf,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .49 autotuning . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .49 manual tuning . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .50 inputs . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .50 infosense temperature sensing . . . . . . . . . . . . . . . .50 calibration offset . . . . . . . . . . . . . . . . . . . . .
sd31_manual.pdf,. . . . . . . . . . .50 filter time constant . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .51 sensor selection . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .51 access lockout . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .51 set point low limit and high limit . . . . . . . . . . . . . . . . . .51 high scale and low scale . . . . . . . . . . . . . . . . . . . . . . . . .51 high range and low range . . . . . . . . . . . . . . . . . . . . . . .52 control methods . .
sd31_manual.pdf,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .52 output configuration . . . . . . . . . . . . . . . . . . . . . . . . . . . . .52 automanual control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .52 onoff control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .53 proportional control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .53 pi control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
sd31_manual.pdf,. . . .53 pid control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .54 dead band . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .54 power limiting and power scaling . . . . . . . . . . . . . . . . . . . .54 nonlinear output curve . . . . . . . . . . . . . . . . . . . . . . . . . . . .55 independent heat and cool pid . . . . . . . . . . . . . . . . . . . .55 variable time base . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .55 ramping . .
sd31_manual.pdf,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 alarms . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 process or deviation alarms . . . . . . . . . . . . . . . . . . . . . . .56 alarm set points . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 alarm hysteresis . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 alarm latching . . . . . . . . . . . . . . . . . . . .
sd31_manual.pdf,. . . . . . . . . . . . . .57 alarm silencing . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 retransmit . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 communications . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .58 overview . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .58 setting up a modbus network . . . . . . . . . . . . . . . . . . . . . .58 troubleshooting . . . . . . . .
sd31_manual.pdf,". . . . . . . . . . . . . . . . . . . . . . . . . . .60 error messages . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .62 watlow series sd31 cid1 48 cid1 chapter 10 features saving and restoring user settings recording setup and operations parameter settings for future reference is very important . if you uninten tionally change these , you will need to program the cor rect settings back into the controller to return the equipment to operational condition . after you program the controller and verify proper operation , use usrs to save the settings into a special section of memory . if the settings in the controller are altered and you want to return the controller to the saved values , use usrr to recall the saved settings . to save the setup and operations parameters 1. ensure all the settings that you want to store are already programmed into the setup page and oper ations parameters ."
sd31_manual.pdf,2. press the up and down keys together for six seconds until fact appears in the display . 3. press the down key to step through the parame ters until the usrs parameter appears . 4. press and hold the key and change no to set1 or set2 by pressing the down key . 5. release the key and press the infinity key to exit the factory page . note only perform the above procedure when you are sure that all the correct settings are programmed into the controller . saving the settings overwrites any previously saved collection of settings . be sure to document all the controller settings . to restore a collection of saved settings 1. press the up and down keys together for six seconds until fact appears in the display . 2. press the down key to step through the parame ters until the usrr parameter appears . 3. press and hold the key and change no to set1 or set2 by pressing the down key . 4. release the key and press the infinity key to exit the factory page . operations page watlows patented userdefined menu system im proves operational efficiency . the userdefined
sd31_manual.pdf,"opera tions page provides you with a shortcut to monitor or change the parameter values that you use most often . you can go directly to the operations page from the home page by pressing and holding the infinity key . you can create your own operations page with as many as 20 of the active parameters from the list in the keys and displays chapter . when a parameter normally located on the setup page is placed on the operations page , it is accessible through both . if you change a pa rameter on the operations page , it is automatically changed in its original page . if you change a parameter in its original page it is automatically changed on the operations page . the default parameters will automatically appear on the operations page . to change the list of parameters appearing on the operations page , hold down the infinity key , then press the advance key , and hold both down for about six seconds until prog appears in the display . this is the programming page . press the down key once to go to the first pro gramming page selection . the parameter"
sd31_manual.pdf,"choices p1 p20 appear in the display . press and hold the key and use the up or the down key to change the se lected parameter for each programming page location . if you do not want a parameter to appear for that loca tion , select none . to change the other 19 selections , release the key and use the up or the down key to select p1 to p20 . changes made to the operations page will persist until changed by the operator or defaulted by full de faults or user defaults . userdefined parameters are not overwritten by default parameters if those features be come enabled . only parameters supported by a con trollers particular hardware configuration and pro gramming settings will appear . autotuning the autotuning feature allows the controller to measure the system response to determine effective set tings for pid control . when autotuning is initiated the controller reverts to onoff control . the temperature must cross the autotune set point four times to com plete the autotuning process . once complete , the con troller controls at the normal set point , using the new parameters . to initiate an autotune"
sd31_manual.pdf,", set autotune aut oper ations parameters to on . autotune begins autotune complete process set point autotune set point 90 percent of process set point e r u t a r e p m e t time watlow series sd31 cid1 49 cid1 chapter 10 features ory . these values characterize watlow sensors , for the controller to provide greater accuracy . turn the infosense feature on or off with infosense enable isen setup page . set the four numerical values supplied with watlows info sense in the isp1 , isp2 , isp3 and isp4 parameters . contact your watlow salesperson or watlow author ized distributor for the pricing and availability of wat low infosense products . is1 is2 is3 is4 123 456 789 258 the four numerical values are found on the tag at tached to the sensor . calibration offset calibration offset allows a device to compensate for an inaccurate sensor , lead resistance or other factors that affect the input value . a positive offset increases the input value , and a negative offset decreases the in put value . the input offset value can be viewed or changed with calibration offset cal operations parameters ."
sd31_manual.pdf,"temperature reading from sensor negative calibration offset will compensate for the difference between the sensor reading and the actual temperature e r u t a r e p m e t actual process temperature time manual tuning in some applications , the autotune process may not come up with pid parameters that provide the process characteristics you desire . if the autotune does not pro vide satisfactory results , you will have to perform a manual tune on the process 1. apply power to the series sd31 and establish a set point typically used in your process . 2. go to the operations page , and establish values for the pid parameters proportional band 5 reset 0.00 rate 0.00. note autotune should be set to off . 3. when the system stabilizes , watch the process val ue . if this value fluctuates , increase the proportional band setting until it stabilizes . adjust the proportional band in 3 to 5 increments , allowing time for the sys tem to stabilize between adjustments . 4. when the input has stabilized , watch the percent power , po.ht or po.cl . it should be stable 2. at this point , the"
sd31_manual.pdf,"process temperature should also be stable , but it will have stabilized before reaching set point . the dif ference between set point and actual can be eliminated with reset . 5. start with a reset value of 0.01 99.99 and al low 10 minutes for the process temperature to get to set point . if it has not , double halve the setting and wait another 10 minutes . continue doubling halving every 10 minutes until the process value equals the set point . if the process becomes unstable , the reset value is too large small . decrease increase the reset value until the process stabilizes . 6. increase rate to 0.10 minute . then increase the set point by 11 to 17c . monitor the systems approach to the set point . if the process value overshoots the set point , increase rate to 0.50 minute . increase the set point by 11 to 17c and watch the approach to the new set point . if you increase rate too much , the approach to the set point will be very sluggish . repeat as neces sary until the system rises to the new set point without"
sd31_manual.pdf,"overshoot or sluggishness . with the unit parameter set at si setup page integral will appear in place of reset and deriva tive will appear in place of rate . integral is the reciprocal of reset . for integral in stead of reset , use the values in parentheses . for additional information about autotune and pid control , see related features in this chapter . inputs infosense temperature sensing watlows infosense feature can improve tem perature sensing accuracy by 50. watlows info sense thermocouples and rtd temperature sensors must be used together to achieve these results . each infosense smart sensor contains four numeric values that are programmed into the sd mem watlow series sd31 cid1 50 cid1 chapter 10 features filter time constant filtering smoothes an input signal by applying a firstorder filter time constant to the signal . the dis played value , the controlled value or both the displayed and controlled values can be filtered . filtering the dis played value makes it easier to monitor . filtering the signal may improve the performance of pid control in a noisy or very dynamic system . select filter options with input filter ftre . select the filter"
sd31_manual.pdf,"value with fltr setup page . unfiltered input signal filtered input signal e r u t a r e p m e t e r u t a r e p m e t time time sensor selection you need to configure the controller to match the in put device , which is normally a thermocouple , rtd or process transmitter . when you select an input device , the controller automatically sets the input linearization to match the sensor . it also sets high and low limits , which in turn limit the set point rangehigh and range low values . select the sensor type with sensor type sen setup page . access lockout the users access to the operations page can be con trolled through the loc parameter . the loc pa rameter appears at the end of the setup page . it does not affect the setup , factory or programming pages . 0 all the operations page parameters may be viewed or changed . 1 the set point , process value , automanual selec tion and alarm settings are the only visible operations page parameters . set point is adjustable in this level . automanual selection"
sd31_manual.pdf,"and autotune are permitted . during manual operation , the percent power is ad justable . 2 the set point , process value , automanual selec tion and alarm settings are the only visible operations page parameters . set point is adjustable in this level . automanual selection is permitted . during manual op eration , percent power is adjustable . 3 the set point , process value and alarm settings are the only visible operations page parameters . set point is adjustable . automanual selection is not per mitted . during manual operation , percent power is ad justable . 4 the set point and process values are the only visible operations page parameters , set point is not ad justable . during manual operation , percent power is not adjustable . set point low limit and high limit the controller constrains the set point to a value be tween a low limit and a high limit . the high limit can not be set higher than the sensor high limit or lower than the low limit . the low limit can not be set lower than the sensor low limit or higher than the high limit . set"
sd31_manual.pdf,"the set point range with set point low splo and set point high sphi setup page . high limit of selected sensor range range high range between high limit of sensor and range low e r u t a r e p m e t range high set point range must be between range high and range low range low range low range between low limit of sensor and range high low limit of selected sensor range high scale and low scale when an analog input is selected as process voltage or process current input , you must choose the value of voltage or current to be the low and high ends . for ex ample , when using a 4 to 20 ma input , the scale low value would be 4.00 ma and the scale high value would be 20.00 ma . commonly used scale ranges are 0 to 20 ma , 4 to 20 ma , 0 to 5v , 1 to 5v and 0 to 10v . the series sd31 allows you to create a scale range for special applications other than the standard ones listed above . reversing of the scales from high values to"
sd31_manual.pdf,"low values is permitted for analog input signals that have a reversed action . for example , 50 psi 4 ma and 10 psi 20 ma . select the high and low values with process scale low sclo and process scale high schi setup page . watlow series sd31 cid1 51 cid1 chapter 10 features high range and low range with a process input , you must choose a value to represent the low and high ends of the current or volt age range . choosing these values allows the controllers display to be scaled into the actual working units of measurement . for example , the analog input from a hu midity transmitter could represent 0 to 100 percent rel ative humidity as a process signal of 4 to 20 ma . low scale would be set to 0 to represent 4 ma and high scale set to 100 to represent 20 ma . the indication on the dis play would then represent percent humidity and range from 0 to 100 percent with an input of 4 to 20 ma . select the high and low values with units scale low rglo and units scale high rghi setup page"
sd31_manual.pdf,". control methods output configuration each controller output can be configured as a heat output , a cool output , an alarm output or deactivated . no dependency limitations have been placed on the available combinations . the outputs can be configured in any combination . for instance , all three could be set to cool . analog outputs can be scaled for any desired current range between 0 and 20 ma or voltage range between 0 to 10v . the ranges can be reversed to hightolow for re verse acting devices . heat and cool outputs use the set point and opera tions parameters to determine the output value . all heat and cool outputs use the same set point value . heat and cool each have their own set of control param eters . all heat outputs use the same set of heat control parameters and all cool outputs use the same set of cool output parameters . each alarm output has its own set of configuration parameters and set points , allowing independent opera tion . auto closed loop and manual open loop control the controller has two basic modes of operation , auto mode and manual"
sd31_manual.pdf,"mode . auto mode allows the con troller to decide whether to perform closed loop control or to follow the settings of the input error failure mode parameter setup page . the manual mode only allows open loop control . the series sd controller is normally used in the auto mode . the manual mode is usually only used for specialty applications or for troubleshooting . manual mode is open loop control that allows the user to directly set the power level to the controllers output load . no adjustments of the output power level occur based on temperature or set point in this mode . in auto mode , the controller monitors the input to determine if closed loop control is possible . the con troller checks to make certain a functioning sensor is providing a valid input signal . if a valid input signal is present , the controller will perform closed loop control . closed loop control uses a process sensor to determine the difference between the process value and the set point . then the controller applies power to a control out put load to reduce that difference . if a valid input signal is not"
sd31_manual.pdf,"present , the controller will indicate an input error message erin and then use the input error failure mode fail setting to de termine operation . you can choose to have the controller perform a bumpless transfer , switch power to output a preset manual level , or turn the output power off . bumpless transfer will allow the controller to trans fer to the manual mode using the last power value cal culated in the auto mode if the process had stabilized at a 5 percent output power level for two minutes prior to sensor failure , and that power level is less than 75 per cent . e r u t a r e p m e t 100 40 r e w o p 0 set point actual temperature sensor break output power time 2 minutes locks in output power input error latching ierr setup page deter mines the controllers response once a valid input signal returns to the controller . if latching is on lat , then the controller will continue to indicate an input error until the error is cleared . to clear a latched alarm , press the infinity key . if latching is"
sd31_manual.pdf,"off nlat , the con troller will automatically clear the input error and re turn to reading the temperature . if the controller was in the auto mode when the input error occurred , it will re sume closed loop control . if the controller was in manual mode when the error occurred , the controller will re main in open loop control . the automanual control indicator light is on when the controller is in the manual mode and it is off while in the auto mode . you can switch between modes if the automanual mode am parameter is selected to appear on the operations page . to transfer to manual mode from auto mode , press the infinity key to get to the operations page . press the down key until am appears in the display . press and hold the key to display auto for auto mode . use the up or down keys to select man . the manual set point value will be recalled from the last manual operation . watlow series sd31 cid1 52 cid1 chapter 10 features to transfer to auto mode from manual mode , press the infinity key to get"
sd31_manual.pdf,"to the operations page . press the down key until am appears in the display . press and hold the key to display man for man ual mode . use the up or down keys to select auto . the automatic set point value will be recalled from the last automatic operation . changes take effect after three seconds or immedi ately upon moving to the next parameter or by pressing the infinity key . onoff control onoff control switches the output either full on or full off , depending on the input , set point and hysteresis values . the hysteresis value indicates the amount the process value must deviate from the set point to turn on the output . increasing the value decreases the number of times the output will cycle . decreasing hysteresis im proves controllability . with hysteresis set to 0 , the process value would stay closer to the set point , but the output would switch on and off more frequently , and may result in the output chattering . onoff control can be selected with heat control method htm or cool control method clm operations parameters . note input error failure mode fail"
sd31_manual.pdf,"does not function in onoff control mode . the output goes off . note in onoff control set power limit 1 and 2 pl1 , and pl2 and output power scale high 1 and 2 psh1 and psh2 to 100. set output power scale low 1 and 2 psl1 and psl2 to 0. proportional control some processes need to maintain a temperature or process value closer to the set point than onoff control can provide . proportional control provides closer control by adjusting the output when the temperature or process value is within a proportional band . when the value is in the band , the controller adjusts the output based on how close the process value is to the set point . the closer the process value is to the set point , the low er the output power . this is similar to backing off on the gas pedal of a car as you approach a stop sign . it keeps the temperature or process value from swinging as widely as it would with simple onoff control . however , when the system settles down , the temperature or process value tends to droop short of the set"
sd31_manual.pdf,point . with proportional control the output power level equals set point minus process value divided by the proportional band value . adjust the proportional band with proportional band heat pbht or proportional band cool pbcl opera tions parameters . set point overshoot proportional band droop e r u t a r e p m e t the heating action switches off when the process temperature rises above the set point . e r u t a r e p m e t e r u t a r e p m e t set point hysteresis process temperature the heating action switches on at startup . the heating action switches on when the process temperature drops below the set point minus the hysteresis . time the cooling action switches on at startup . the cooling action switches on when the process temperature rises above the set point plus the hysteresis . process temperature set point hysteresis the cooling action switches off when the process temperature drops below the set point . time time proportional plus integral pi control the droop caused by proportional control can be cor rected by adding integral reset control . when the sys tem settles
sd31_manual.pdf,"down , the integral value is tuned to bring the temperature or process value closer to the set point . integral determines the speed of the correction , but this may increase the overshoot at startup or when the set point is changed . too much integral action will make the system unstable . integral is cleared when the process value is outside of the proportional band . integral is in effect if pid units are set to si , and is measured in minutes per repeat . a low integral value causes a fast integrating action . reset is in effect if pid units are set to u.s. , and is measured in repeats per minute . a high reset value causes a fast integrating action . adjust the integral with integral heat itht or in tegral cool itcl operations parameters . adjust the reset with reset heat reht or reset cool recl operations parameters . watlow series sd31 cid1 53 cid1 chapter 10 features proportional plus integral plus derivative pid control use derivative rate control to minimize the over shoot in a picontrolled system . derivative rate adjusts the output based on the rate of change in the"
sd31_manual.pdf,"tempera ture or process value . too much derivative rate will make the system sluggish . rate action is active only when the process value is within twice the proportional value from the set point . adjust the derivative with derivative heat deht or derivative cool decl operations parameters . adjust the rate with rate heat raht or rate cool racl operations parameters . set point reduced overshoot proportional band proportional band x 2 e r u t a r e p m e t heating slows time dead band in a pid application the dead bands above and below the set point can save an applications energy and wear by maintaining process temperature within acceptable ranges . shifting the effective cooling set point and heat ing set point keeps the two systems from fighting each other . proportional action ceases when the process value is within the dead band . integral action continues to bring the process temperature to the set point . when the dead band value is zero , the heating element activates when the temperature drops below the set point , and the cool ing element switches on when the temperature exceeds the set point ."
sd31_manual.pdf,"adjust the dead bands with dead band heat dbht and dead band cool dbcl operations parameters . cooling set point heating set point cooling proportional band cooling dead band heating proportional band e r u t a r e p m e t time power limiting and power scaling power limiting and power scaling are two methods of placing limitations on a control output . the functions can be used independently or together . an output level calcu lated from the pid algorithm first has the power limit applied , then the resulting value is processed using pow er scaling . output power cal culated using pid output power capped at power limit output power scaled using both power limiting and power scaling would not usually be necessary . power limiting provides a basic static cap on power , while power scaling provides a more dynamic range of power limitation . note when output power must be limited , in most cases power scaling will provide better autotune performance than power limiting . note in onoff control set power limit 1 and 2 pl1 and pl2 and output power scale high 1 and 2 psh1 and psh2 to 100. set"
sd31_manual.pdf,"output power scale low 1 and 2 psl1 and psl2 to 0. the power limit sets the maximum power for a heat or cool control output . each control output has its own power limit . for heating outputs it determines the maxi mum level of heat power and for cool outputs it deter mines the maximum level of cooling power . a power limit of 100 in effect disables the power limit . if the pid cal culations yield a power level that is greater than the power limit setting , then the output power level will be the power limit setting . for example , with a power limit setting of 70 , a pidcalculated power output of 50 would result in an actual output power level of 50. but if the pid calculated power output is 100 , then the power level will be 70. power scaling establishes the maximum power output and the minimum power output . the output power is then linearly scaled within that range . the default val ues of output power scale low of 0 and output power scale high of 100 in effect disable power scaling . linear scaling allows the"
sd31_manual.pdf,"controller to do calculations over the full range of power 0 to 100 and adjust that calculation within the actual output span . for instance , if scale low is set to 15 and scale high is set to 80 , the output power will always be between 15 and 80. if the pid calculation is 100 , the output power will be 80 , which is the same result you would get from a power limit of 80. however , if the pid calculation for heat is 50 , the output will be 50 of the allowable range , which scales to an actual output of 47.5. power limiting and power scaling affect the specified output at all times , including in onoff control , manual mode and during autotuning . watlow series sd31 cid1 54 cid1 chapter 10 features 100 t u p t u o r e w o p t n e c r e p 90 80 70 60 50 40 30 20 10 0 power limit 100 power scale low 0 power scale high 100 power limit 100 power scale low 15 power scale high 80 power limit 70 power scale low 0 power"
sd31_manual.pdf,"scale high 100 power limit 70 power scale low 15 power scale high 80 independent heat and cool pid in an application with one output assigned to heat ing and another assigned to cooling , each will have a separate set of pid parameters and separate dead bands . the heating parameters take effect when the process temperature is lower than the set point and the cooling parameters take effect when the process temper ature is higher than the set point . adjust heat and cool pid parameters are operations parameters . cooling side proportional band cooling side dead band heating side dead band heating side proportional band set point e r u t a r e p m e t time the power limit 1and 2 pl1 and pl2 and output power scale low 1 and 2 psl1 and psl2 and output power scale high 1 and 2 psh1 and psh2 appear on the setup page . the calculated pid heat and cool power values can be viewed with power heat poht and power cool pocl parameters on the operations page . nonlinear output curve a nonlinear output curve may improve performance when the response of the output device"
sd31_manual.pdf,"is nonlinear . if output nonlinear function is set to curve 1 cru1 or curve 2 cru2 , a pid calculation yields a lower actual output level than the linear output provides . these out put curves are used in plastics extruder applications . curve 1 is for air cooled extruders and curve 2 is for wa ter cooled extruders . change the linearity for each output with output nonlinear function 1 or 2 nlf1 or nlf2 on the setup page . r e w o p t u p t u o l a u t c a 100 80 60 40 20 0 linear curve 1 curve 2 pid calculation time variable time base variable time base is the preferred method for con trolling a resistive load , providing a very short time base for longer heater life . unlike phaseangle firing , variabletimebase switching does not limit the current and voltage applied to the heater . with variable time base outputs , the pid algorithm calculates an output between 0 and 100 , but the out put is distributed in groupings of three ac line cycles . for each group of three ac line cycles , the"
sd31_manual.pdf,"controller de cides whether the power should be on or off . there is no fixed cycle time since the decision is made for each group of cycles . when used in conjunction with a zero cross burst fire device , such as a solidstate power con troller , switching is done only at the zero cross of the ac line , which helps reduce electrical noise rfi . variable time base should be used with solidstate power controllers , such as a solidstate relay ssr or sili con controlled rectifier scr power controller . do not use a variable time base output for controlling electromechani cal relays , mercury displacement relays , inductive loads or heaters with unusual resistance characteristics . watlow series sd31 cid1 55 cid1 chapter 10 features alarms alarms are activated when the process value or tem perature leaves a defined range . a user can configure how and when an alarm is triggered , what action it takes and whether it turns off automatically when the alarm condition is over . configure alarm outputs on the setup page before setting alarm set points . process or deviation alarms a process alarm uses one or two"
sd31_manual.pdf,"absolute set points to define an alarm condition . a deviation alarm uses one or two set points that are defined relative to the control set point . high and low alarm set points are calculated by adding andor sub tracting offset values from the control set point . if the set point changes , the window defined by the alarm set points automatically changes with it . select the alarm type with the setup page parame ters . view or change process or deviation set points with the operations parameters . alarm set points the alarm high set point defines the process value or temperature that will trigger a high side alarm . it must be higher than the alarm low set point and lower than the high limit of the sensor range . the alarm low set point defines the temperature that will trigger a low side alarm . it must be lower than the alarm high set point and higher than the low limit of the sensor range . view or change alarm set points with the operations parameters . the combination of variable time base output and a solidstate relay can inexpensively approach the effect of"
sd31_manual.pdf,"analog , phaseangle fired control . you must select the ac power line frequency aclf , 50 or 60 hz . ramping ramping protects materials and systems that can not tolerate rapid temperature changes . the value of the ramp rate is the maximum degrees per minute or hour that the system temperature can change . select ramping mode rp setup page off ramping not active . str ramp at startup . on ramp at startup or when the set point changes . select whether the rate is in degrees per minute or degrees per hour with ramp scale rpsc setup page . set the ramping rate with ramp rate rprt setup page . e r u t a r e p m e t e r u t a r e p m e t set point temperature reaches set point quickly time set point degrees per minute temperature ramps to set point at a set rate time watlow series sd31 cid1 56 cid1 chapter 10 features alarm hysteresis an alarm state is triggered when the process value reaches the alarm high or alarm low set point . alarm hysteresis defines how far the process must return into the"
