chunk,question,answer
"the series sd31 . u1 input calibrate , 1.0 volt v.1 calibrate the process voltage input to 1.0 volt see calibrating the series sd31 . u9 input calibrate , 9.0 volt v.9 calibrate the process voltage input to 9.0 volt see calibrating the series sd31 . 0 to 9999 0 9999 0 to 9999 0 9999 no yes no yes no yes no yes no yes no yes no yes na 7 , 8 r always active . na 7 , 8 r always active . no na always active . no na always active . no na always active . no na always active . no na always active . no na always active . no na always active . watlow series sd31 cid1 44 cid1 chapter 9 factor y display parameter name description settings range integer values for modbus in parentheses . default modbus less 40,001 offset readwrite appears if a4 input calibrate , 4.0 ma a.4 a16 a.16 o11u o1.1v o19u o1.9v o14a o1.4a o116 o1.16 calibrate the process current input to 4.0 ma see calibrating the series sd31 . input calibrate , 16.0 ma calibrate the process current input to 16.0 ma . output 1 calibrate","What electrical calibration parameters are supported by the SD31 controller?","The SD31 supports calibration of process voltage inputs (1.0V, 9.0V), current inputs (4.0 mA, 16.0 mA), and output calibration. These parameters ensure precise signal measurement and transmission in voltage and current modes."
"1.0 volt the voltage process output transmits 1.000v . output 1 calibrate , 9.0 volt the voltage process output transmits 9.000v . output 1 calibrate , 4.0 ma the current process output transmits 4.000 ma . output 1 calibrate , 16.0 ma the current process output transmits 16.000 ma . no yes no yes no yes no yes no yes no yes no na always active . no na always active . no na process output installed for output 1. no na process output installed for output 1. no na process output installed for output 1. no na process output installed for output 1. the series sd31 controller can be calibrated only with the front panel controls . these parameters are not accessible through serial communications . watlow series sd31 cid1 45 cid1 chapter 9 factor y calibrating the series sd31 warm up the unit for 20 minutes . to reach the cali bration parameters , enter the factory page by pressing and holding both the down key and up key for six seconds . once on the factory page fact , use the down key to select a parameter . press and hold the key to view or","How is the Watlow Series SD31 controller calibrated and how are its calibration parameters accessed?","The Watlow Series SD31 controller is calibrated exclusively through the front panel controls. To access the calibration parameters, hold both the up and down keys for six seconds to enter the factory page, where you can select and adjust the calibration parameters."
"change the parameter value . the last parameters on the factory page are the input and output calibration parameters . you can restore the original factory calibration with restore factory calibration rest factory page . note infosensetm should be turned off while verifying calibration of the controller with a calibration source . thermocouple input procedure equipment cid127 type j reference compensator with reference junc tion at 0c 32f , or type j thermocouple calibra tor to 0c 32f . cid127 precision millivolt source , 0 to 50 mv minimum range , 0.002 mv resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . 2. connect the millivolt source to terminals 11 and 10 with copper wire . 3. enter 50.00 mv from the millivolt source . allow at least 10 seconds to stabilize . press the down key until the thermocouple calibration 50 mv param eter tc50 appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 50.000 mv input and move to the next parameter . 4. enter 0.000 mv","What is the procedure for calibrating the Type J thermocouple input on the SD31 controller?","To calibrate the Type J thermocouple input, connect a precision millivolt source (0–50 mV) to terminals 11 and 10. Then enter 50.00 mV and 0.00 mV in sequence, allowing 10 seconds for stabilization each time and confirming the tc50 and tc00 parameters by pressing the down key to change 'no' to 'yes'."
"from the millivolt source . allow at least 10 seconds to stabilize . at the thermocouple calibration 0 mv parameter tc00 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 0.000 mv input and move to the next parameter . 5. disconnect the millivolt source and connect the ref erence compensator or thermocouple calibrator to terminals 11 and 10 . with type j thermocou ple wire , if using a compensator , turn it on and short the input wires . when using a type j calibra tor , set it to simulate 0c 32f . allow 10 seconds for the controller to stabilize.press the down key until the thermocouple calibration 32 parame ter tc32 , appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store the 32 input . and move to the next parameter or press the infinity key to exit the factory page . 6. rewire for operation and verify calibration . rtd input procedure equipment cid127 1 k decade box","What are the final steps in calibrating the Type J thermocouple and how is the calibration verified?","After calibrating with 0 mV, disconnect the millivolt source and connect the compensator or thermocouple calibrator to terminals 11 and 10. Simulate 0°C (32°F) and set the tc32 parameter to 'yes'. Then exit the factory page, rewire the system, and verify the calibration."
"with 0.01 resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter 2 . 2. connect the decade box to terminals 10 s1 , 11 s3 and 8 s2 , with 20 to 24gauge wire . 3. enter 15.00 from the decade box . allow at least 10 seconds to stabilize . press the down key until the rtd calibration 15 parameter r15 ap pears . press and hold the key and change no to yes by pressing the down key . re lease the key and press the down key to store 15 input and move to the next parameter . 4. enter 380.00 from the decade box . allow at least 10 seconds to stabilize . at the rtd calibration 380 parameter r380 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 380 input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . voltage process input procedure equipment cid127 precision voltage source , 0 to","How is the RTD input calibrated on the SD31 controller?","A 1 kΩ decade box with 0.01 resolution is used. It is connected to terminals 10 (S1), 11 (S3), and 8 (S2). Enter 15.00 Ω and 380.00 Ω, allowing 10 seconds to stabilize each time, and confirm parameters r15 and r380 by changing 'no' to 'yes'. Then exit the factory page and verify the calibration."
"10v minimum range , with 0.001v resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . input 2. connect the voltage source to terminals 11 and 9 of the controller . 3. enter 1.00v from the voltage source to the con troller . allow at least 10 seconds to stabilize . press the down key until the input calibrate 1v pa rameter , u1 appears . press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store 1.00v input and move to the next parameter . 4. enter 9.00v from the voltage source to the con troller . allow at least 10 seconds to stabilize . at the input calibrate 9v parameter , u9 , press and hold the key and change no to yes by pressing the down key . release the key and press the down to store 9.00v input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . watlow series sd31 cid1 46 cid1 chapter","How is the voltage input calibration performed on the SD31 controller?","Connect a precision voltage source (0–10 V) to terminals 11 and 9. Enter 1.00 V and 9.00 V, allowing 10 seconds to stabilize each time. Then, for parameters u1 and u9, change 'no' to 'yes' to store the calibration. Finally, rewire the system and verify the calibration."
"9 factory milliamperes 6. connect the voltammeter to terminals 7 and 5 . 7. press the down key until the output 1 calibrate 4 ma parameter , 014a appears . press and hold the key and change no to yes by pressing the down key . release the key . the current output value appears in the display . press the up or down key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 4.00 ma , 0.1 ma . press the down key to store the value and move to the next parameter . 8. at output 1 calibrate 16 ma parameter 0116 , press and hold the key and change no to yes by pressing the down key . release the key . the current output value appears in the display . press the up or down key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 16.00 ma , 0.1 ma . press the down key to store","How is the output current of the SD31 controller calibrated at 4 mA and 16 mA?","Connect the voltammeter to terminals 7 and 5. Use the output calibration parameters 014a (4 mA) and 0116 (16 mA). Adjust the displayed current to match the voltammeter reading until it stabilizes at 4.00 mA and 16.00 mA respectively, then press the down key to store the values."
"the value and move to the next parameter or press the infinity key to exit the factory page . 9. rewire for operation and verify calibration . restoring factory calibration press the up and down keys together for six seconds until fact appears in the display . press the down key to step through the parameters until rest appears . press and hold the key and change no to yes by pressing the down key . release the key and press the infinity key to exit the factory page . current process input procedure equipment precision current source , 0 to 20 ma range , with 0.01 ma resolution . input setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . 2. connect the current source to terminals 11 and 8 . 3. enter 4.00 ma from the current source to the controller . allow at least 10 seconds to stabilize . press the down key until the input calibrate 4 ma parameter , a4 appears . press and hold the key and change no to yes by pressing the down key . release","How can the factory calibration be restored and how is the current input calibrated on the SD31 controller?","To restore factory calibration, hold both the up and down keys for six seconds until 'FACT' appears, then select 'REST' and confirm by setting 'YES'. For input calibration, connect a precision current source (0–20 mA) to terminals 11 and 8, enter 4.00 mA, allow it to stabilize, and confirm the a4 parameter."
"the key and press the down key to store the 4 ma input and move to the next parameter . 4. enter 16.00 ma from the current source to the controller . allow at least 10 seconds to stabilize . at the input calibrate 16 ma parameter , a16 , press and hold the key and change no to yes by pressing the down key . release the key and press the down key to store the 16 ma input and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . process output procedures equipment precision voltammeter with 3.5digit resolution . output 1 setup and calibration 1. connect the correct power supply to terminals 1 and 2 see chapter two . volts 2. connect the voltammeter to terminals 7 and 6 . 3. press the down key until the output 1 calibrate 1 v parameter , 011u appears . press and hold the key and change no to yes by pressing the down key . release the key . the voltage output value appears in the display . press the up or down","What are the steps for calibrating the 16 mA current input and the 1 V output on the SD31 controller?","For current input, apply 16.00 mA and confirm the a16 parameter after stabilization. For voltage output, connect a voltmeter to terminals 7 and 6, set parameter 011u (1 V), adjust until it reads 1.00 V, and store the value."
"key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 1.00 v , 0.1 v. press the down key to store the value and move to the next parameter . 4. at output 1 calibrate 9 v parameter 019u , press and hold the key and change no to yes by pressing the down key . release the key . the voltage output value appears in the display . press the up or down key to adjust the display value to match the value from the voltammeter . the unit should stabilize within one second . repeat until the voltammeter reads 9.00 v , 0.1 v. press the down key to store the value and move to the next parameter or press the infinity key to exit the factory page . 5. rewire for operation and verify calibration . watlow series sd31 cid1 47 cid1 chapter 9 factory 10 features saving and restoring user settings . . . . . . . . . . . . . . . . . . .49 operations page . .","How is the voltage output calibrated at 9 V and what is the final step after calibration?","At parameter 019u (9 V), adjust the displayed voltage to match the voltmeter reading of 9.00 V and store it. Once calibration is complete, rewire the system and verify proper operation."
". . . . . . . . . . . . . . . . . . . . . . . . .49 autotuning . . . . . . . . . . . . . . . . . . . . . . . .49 manual tuning . . . . . . . . . . . . . . . . . . . . .50 inputs . . . . . . . . . . . . . . . . . . . . . . . . . . . .50 infosense temperature sensing . . . . . . . . . . . .50 calibration offset . . . . . . . . . . . . . . . . . . . . .","What topics are covered in this section of the manual?","This section covers topics such as autotuning, manual tuning, inputs, InfoSense temperature sensing, and calibration offset."
". . . . . . . . . . . . . . . . . . . . . . . . .50 filter time constant . . . . . . . . . . . . . . . . . . . . . .51 sensor selection . . . . . . . . . . . . . . . . . . . . . . . .51 access lockout . . . . . . . . . . . . . . . . . . . . . . . . .51 set point low limit and high limit . . . . . . . . . . . . . . . . . .51 high scale and low scale . . . . . . . . . . . . . . . . . . . . . . . . .51 high range and low range . . . . . . . . . . . . . . . . . . . . . . .52 control methods . .","What are some control-related parameters and settings described here?","This section describes parameters such as filter time constant, sensor selection, access lockout, set point limits, scale ranges, and various control methods."
". . . . . . . . . . . . . . . . . . . . . . . . .52 output configuration . . . . . . . . . . . . . . . . . . . . . .52 automanual control . . . . . . . . . . . . . . . . . . . . . . . . .52 onoff control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .53 proportional control . . . . . . . . . . . . . . . . . . . . . . . . .53 pi control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .","What control configurations and modes are discussed?","The manual mentions output configuration, automatic/manual control, on-off control, proportional control, and PI control modes."
". . . .53 pid control . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .54 dead band . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .54 power limiting and power scaling . . . . . . . . . . . . . . . . .54 nonlinear output curve . . . . . . . . . . . . . . . . . . . . . . . . . . .55 independent heat and cool pid . . . . . . . . . . . . . . . . . . .55 variable time base . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .55 ramping . .","What advanced control features are described in this section?","This section explains advanced features such as PID control, dead band, power limiting, nonlinear output curves, independent heating and cooling PID loops, variable time base, and ramping."
". . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 alarms . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 process or deviation alarms . . . . . . . . . . . . . . . . . . . . . . .56 alarm set points . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .56 alarm hysteresis . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 alarm latching . . . . . . . . . . .","What alarm settings and types are mentioned in this section?","The manual lists various alarm features including process and deviation alarms, alarm set points, hysteresis, and alarm latching."
". . . . . . . . . . . . . .57 alarm silencing . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 retransmit . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .57 communications . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .58 overview . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .58 setting up a modbus network . . . . . . . . . . . . . . . . . . . . . . .58 troubleshooting . . . . . . .","What topics are mentioned in this section of the manual?","This section lists topics such as alarm silencing, retransmission, communications, an overview of the system, setting up a Modbus network, and troubleshooting."
". . . . . . . . . . . . . . . . . . . . . . . . . . . . . .60 error messages . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .62 watlow series sd31 cid1 48 cid1 chapter 10 features saving and restoring user settings recording setup and operations parameter settings for future reference is very important . if you unintentionally change these , you will need to program the correct settings back into the controller to return the equipment to operational condition . after you program the controller and verify proper operation , use usrs to save the settings into a special section of memory . if the settings in the controller are altered and you want to return the controller to the saved values , use usrr to recall the saved settings . to save the setup and operations parameters 1. ensure all the settings that you want to store are already programmed into the setup page and operations parameters .","What is the importance of saving and restoring user settings in the Watlow Series SD31 controller?","Saving and restoring user settings allows the operator to quickly recover correct configuration parameters if they are unintentionally changed. Using the USRS command saves settings to memory, and USRR restores them when needed."
"2. press the up and down keys together for six seconds until fact appears in the display . 3. press the down key to step through the parameters until the usrs parameter appears . 4. press and hold the key and change no to set1 or set2 by pressing the down key . 5. release the key and press the infinity key to exit the factory page . note only perform the above procedure when you are sure that all the correct settings are programmed into the controller . saving the settings overwrites any previously saved collection of settings . be sure to document all the controller settings . to restore a collection of saved settings 1. press the up and down keys together for six seconds until fact appears in the display . 2. press the down key to step through the parameters until the usrr parameter appears . 3. press and hold the key and change no to set1 or set2 by pressing the down key . 4. release the key and press the infinity key to exit the factory page . operations page watlows patented userdefined menu system improves operational efficiency . the userdefined","How can the user save or restore settings in the controller according to this manual?","To save settings, press both the up and down keys for six seconds until 'fact' appears, then use the 'usrs' parameter to select set1 or set2. To restore settings, repeat the process using the 'usrr' parameter. The procedure should be done only after verifying that all parameters are correct, since it overwrites previous configurations."
"operations page provides you with a shortcut to monitor or change the parameter values that you use most often . you can go directly to the operations page from the home page by pressing and holding the infinity key . you can create your own operations page with as many as 20 of the active parameters from the list in the keys and displays chapter . when a parameter normally located on the setup page is placed on the operations page , it is accessible through both . if you change a parameter on the operations page , it is automatically changed in its original page . if you change a parameter in its original page it is automatically changed on the operations page . the default parameters will automatically appear on the operations page . to change the list of parameters appearing on the operations page , hold down the infinity key , then press the advance key , and hold both down for about six seconds until prog appears in the display . this is the programming page . press the down key once to go to the first programming page selection . the parameter","What is the function of the operations page in the Watlow Series SD31 controller?","The operations page allows users to monitor or modify frequently used parameters quickly. It acts as a customizable shortcut page where up to 20 parameters can be added, and changes made here automatically sync with their original locations in the setup pages."
"choices p1 p20 appear in the display . press and hold the key and use the up or the down key to change the selected parameter for each programming page location . if you do not want a parameter to appear for that location , select none . to change the other 19 selections , release the key and use the up or the down key to select p1 to p20 . changes made to the operations page will persist until changed by the operator or defaulted by full defaults or user defaults . userdefined parameters are not overwritten by default parameters if those features become enabled . only parameters supported by a controller's particular hardware configuration and programming settings will appear . autotuning the autotuning feature allows the controller to measure the system response to determine effective settings for pid control . when autotuning is initiated the controller reverts to onoff control . the temperature must cross the autotune set point four times to complete the autotuning process . once complete , the controller controls at the normal set point , using the new parameters . to initiate an autotune","How does the controller's autotuning feature work?","The autotuning feature measures the system's response to automatically determine optimal PID control parameters. During autotuning, the controller switches to on/off control mode and requires the temperature to cross the set point four times to complete the process. Once finished, it resumes normal PID control with the new settings."
"Set autotune and operations parameters to on. Autotune begins and completes when the process temperature crosses the autotune set point four times. The autotune set point is 90 percent of the process set point. These values characterize Watlow sensors for greater accuracy. Turn the InfoSense feature on or off with InfoSense Enable (ISEN) on the setup page. Set the four numerical values supplied with Watlow InfoSense in the ISP1, ISP2, ISP3, and ISP4 parameters. Contact your Watlow salesperson or authorized distributor for pricing and availability of Watlow InfoSense products. The four numerical values are found on the tag attached to the sensor. Calibration offset allows the device to compensate for inaccurate sensors, lead resistance, or other factors affecting the input value. A positive offset increases the input value, and a negative offset decreases it. The input offset value can be viewed or changed with Calibration Offset (CAL) operations parameters.","How can the controller improve measurement accuracy and compensate for sensor errors?","The controller can improve accuracy using the InfoSense feature by entering four numeric calibration values (ISP1–ISP4) from the sensor tag. Additionally, calibration offset can be adjusted to correct sensor or wiring inaccuracies, increasing or decreasing the input reading as needed."
"Temperature reading from the sensor may differ from the actual temperature due to sensor inaccuracies. A negative calibration offset compensates for the difference between the sensor reading and the true process temperature. Manual tuning is required when the autotune process does not yield satisfactory PID parameters. Apply power to the Series SD31 and set a typical process set point. Go to the operations page and set proportional band to 5, reset to 0.00, and rate to 0.00 with autotune off. When the system stabilizes, observe the process value and adjust proportional band if it fluctuates. Adjust in increments of 3 to 5, allowing stabilization time between changes. When input stabilizes, monitor the percent power (PO.HT or PO.CL) to ensure stable performance.","What is the purpose of manual tuning and calibration offset in the SD31 controller?","Manual tuning allows users to optimize PID parameters when autotune does not produce satisfactory control performance. The calibration offset compensates for sensor errors, ensuring that the measured temperature accurately reflects the actual process temperature."
"process temperature should also be stable , but it will have stabilized before reaching set point . the dif ference between set point and actual can be eliminated with reset . 5. start with a reset value of 0.01 99.99 and al low 10 minutes for the process temperature to get to set point . if it has not , double halve the setting and wait another 10 minutes . continue doubling halving every 10 minutes until the process value equals the set point . if the process becomes unstable , the reset value is too large small . decrease increase the reset value until the process stabilizes . 6. increase rate to 0.10 minute . then increase the set point by 11 to 17c . monitor the systems approach to the set point . if the process value overshoots the set point , increase rate to 0.50 minute . increase the set point by 11 to 17c and watch the approach to the new set point . if you increase rate too much , the approach to the set point will be very sluggish . repeat as neces sary until the system rises to the new set point without","How should the reset and rate parameters be adjusted during manual PID tuning in the Watlow SD31 controller?","During manual tuning, once the process temperature stabilizes below the set point, the reset parameter should be adjusted gradually—starting at 0.01 and doubling or halving every 10 minutes—until the process value matches the set point. If instability occurs, the reset value is too large or too small and must be adjusted accordingly. After stability is achieved, the rate parameter should be increased to 0.10 minutes. When the set point is raised by 11 to 17°C, if overshoot occurs, increase the rate to 0.50 minutes. If the response becomes too sluggish, reduce the rate. This process is repeated until the system approaches the set point smoothly without overshoot or sluggishness."
"overshoot or sluggishness . with the unit parameter set at si setup page integral will appear in place of reset and deriva tive will appear in place of rate . integral is the reciprocal of reset . for integral in stead of reset , use the values in parentheses . for additional information about autotune and pid control , see related features in this chapter . inputs infosense temperature sensing watlows infosense feature can improve tem perature sensing accuracy by 50. watlows info sense thermocouples and rtd temperature sensors must be used together to achieve these results . each infosense smart sensor contains four numeric values that are programmed into the sd mem watlow series sd31 cid1 50 cid1 chapter 10 features filter time constant filtering smoothes an input signal by applying a firstorder filter time constant to the signal . the dis played value , the controlled value or both the displayed and controlled values can be filtered . filtering the dis played value makes it easier to monitor . filtering the signal may improve the performance of pid control in a noisy or very dynamic system . select filter options with input filter ftre . select the filter","What is the purpose of the InfoSense feature and input signal filtering in the Watlow SD31 controller?","The InfoSense feature enhances temperature measurement accuracy by up to 50% when Watlow InfoSense thermocouples or RTD sensors are used with the SD31 controller. Each sensor contains four numeric calibration values that must be entered into the controller’s ISP1–ISP4 parameters. Input filtering smooths out signal fluctuations by applying a first-order filter time constant. This can be applied to the displayed value, the controlled value, or both. Filtering helps make readings easier to monitor and can improve PID performance in systems with noise or rapid changes. Filter parameters are set using 'input filter (ftre)' and 'fltr' in the setup page."
"value with fltr setup page . unfiltered input signal filtered input signal e r u t a r e p m e t e r u t a r e p m e t time time sensor selection you need to configure the controller to match the in put device , which is normally a thermocouple , rtd or process transmitter . when you select an input device , the controller automatically sets the input linearization to match the sensor . it also sets high and low limits , which in turn limit the set point rangehigh and range low values . select the sensor type with sensor type sen setup page . access lockout the users access to the operations page can be con trolled through the loc parameter . the loc pa rameter appears at the end of the setup page . it does not affect the setup , factory or programming pages . 0 all the operations page parameters may be viewed or changed . 1 the set point , process value , automanual selec tion and alarm settings are the only visible operations page parameters . set point is adjustable in this level . automanual selection","How does the Watlow SD31 controller handle sensor selection and access control?","The Watlow SD31 controller allows configuration of the input device—typically a thermocouple, RTD, or process transmitter—using the 'sensor type (sen)' parameter. The controller automatically applies the correct input linearization and limits for each sensor type, ensuring proper set point range constraints. Access control is managed through the 'loc' parameter, located at the end of the setup page. This parameter determines what operations page settings the user can view or adjust. Depending on the access level (0–4), users may have full or restricted access to functions such as set point adjustment, auto/manual selection, and percent power control."
"and autotune are permitted . during manual operation , the percent power is ad justable . 2 the set point , process value , automanual selec tion and alarm settings are the only visible operations page parameters . set point is adjustable in this level . automanual selection is permitted . during manual op eration , percent power is adjustable . 3 the set point , process value and alarm settings are the only visible operations page parameters . set point is adjustable . automanual selection is not per mitted . during manual operation , percent power is ad justable . 4 the set point and process values are the only visible operations page parameters , set point is not ad justable . during manual operation , percent power is not adjustable . set point low limit and high limit the controller constrains the set point to a value be tween a low limit and a high limit . the high limit can not be set higher than the sensor high limit or lower than the low limit . the low limit can not be set lower than the sensor low limit or higher than the high limit . set","What are the access levels and set point limits in the Watlow SD31 controller?","The Watlow SD31 controller includes five access levels (0–4) controlled by the 'loc' parameter. Each level defines which parameters are visible or adjustable on the operations page. At level 0, all settings can be changed; higher levels progressively restrict access to set point, auto/manual control, and percent power. The controller also enforces set point limits using 'set point low (splo)' and 'set point high (sphi)' parameters. These limits ensure that the set point stays within the allowable range defined by the selected sensor’s specifications, preventing invalid or unsafe configurations."
"the set point range with set point low splo and set point high sphi setup page . high limit of selected sensor range range high range between high limit of sensor and range low e r u t a r e p m e t range high set point range must be between range high and range low range low range low range between low limit of sensor and range high low limit of selected sensor range high scale and low scale when an analog input is selected as process voltage or process current input , you must choose the value of voltage or current to be the low and high ends . for ex ample , when using a 4 to 20 ma input , the scale low value would be 4.00 ma and the scale high value would be 20.00 ma . commonly used scale ranges are 0 to 20 ma , 4 to 20 ma , 0 to 5v , 1 to 5v and 0 to 10v . the series sd31 allows you to create a scale range for special applications other than the standard ones listed above . reversing of the scales from high values to","How does the Watlow SD31 controller manage scaling for analog inputs?","When an analog input is configured as process voltage or current input, the Watlow SD31 requires defining the low and high scale values that represent the input range. For instance, with a 4–20 mA signal, the low scale corresponds to 4.00 mA and the high scale to 20.00 mA. Other common ranges include 0–20 mA, 0–5 V, 1–5 V, and 0–10 V. The SD31 also supports custom scale configurations for specialized applications. The scaling ensures that analog input readings correctly correspond to process measurements, and the set point range remains between the sensor’s high and low limits."
"low values is permitted for analog input signals that have a reversed action . for example , 50 psi 4 ma and 10 psi 20 ma . select the high and low values with process scale low sclo and process scale high schi setup page . watlow series sd31 cid1 51 cid1 chapter 10 features high range and low range with a process input , you must choose a value to represent the low and high ends of the current or volt age range . choosing these values allows the controllers display to be scaled into the actual working units of measurement . for example , the analog input from a hu midity transmitter could represent 0 to 100 percent rel ative humidity as a process signal of 4 to 20 ma . low scale would be set to 0 to represent 4 ma and high scale set to 100 to represent 20 ma . the indication on the dis play would then represent percent humidity and range from 0 to 100 percent with an input of 4 to 20 ma . select the high and low values with units scale low rglo and units scale high rghi setup page","How does the Watlow SD31 controller handle reversed analog input scaling?","The Watlow SD31 controller allows reversed analog input scaling, meaning the low signal can correspond to a high process value. For instance, 4 mA could represent 50 psi and 20 mA could represent 10 psi. This is configured using the 'process scale low (sclo)' and 'process scale high (schi)' parameters. Users can define low and high scale values to match real-world measurement units, such as mapping a 4–20 mA humidity signal to 0–100% relative humidity. The low and high units are set with 'units scale low (rglo)' and 'units scale high (rghi)' in the setup page."
". control methods output configuration each controller output can be configured as a heat output , a cool output , an alarm output or deactivated . no dependency limitations have been placed on the available combinations . the outputs can be configured in any combination . for instance , all three could be set to cool . analog outputs can be scaled for any desired current range between 0 and 20 ma or voltage range between 0 to 10v . the ranges can be reversed to hightolow for re verse acting devices . heat and cool outputs use the set point and opera tions parameters to determine the output value . all heat and cool outputs use the same set point value . heat and cool each have their own set of control param eters . all heat outputs use the same set of heat control parameters and all cool outputs use the same set of cool output parameters . each alarm output has its own set of configuration parameters and set points , allowing independent opera tion . auto closed loop and manual open loop control the controller has two basic modes of operation , auto mode and manual","What types of output configurations and modes does the Watlow SD31 controller support?","The Watlow SD31 controller allows flexible output configuration, where each output can be set as heating, cooling, alarm, or deactivated. Any combination of outputs is possible—for example, all outputs could be configured for cooling. Analog outputs can be scaled between 0–20 mA or 0–10 V, and reversed ranges can be used for reverse-acting devices. Heating and cooling outputs share the same set point but use separate control parameters. The controller operates in two main modes: auto (closed-loop control) and manual (open-loop control). Auto mode is typically used for standard temperature regulation, while manual mode is used for special cases or troubleshooting."
"mode . auto mode allows the con troller to decide whether to perform closed loop control or to follow the settings of the input error failure mode parameter setup page . the manual mode only allows open loop control . the series sd controller is normally used in the auto mode . the manual mode is usually only used for specialty applications or for troubleshooting . manual mode is open loop control that allows the user to directly set the power level to the controllers output load . no adjustments of the output power level occur based on temperature or set point in this mode . in auto mode , the controller monitors the input to determine if closed loop control is possible . the con troller checks to make certain a functioning sensor is providing a valid input signal . if a valid input signal is present , the controller will perform closed loop control . closed loop control uses a process sensor to determine the difference between the process value and the set point . then the controller applies power to a control out put load to reduce that difference . if a valid input signal is not","What is the difference between auto and manual control modes in the Watlow SD31 controller?","In the Watlow SD31 controller, auto mode enables closed-loop control, where the controller continuously monitors the process input and adjusts output power to minimize the difference between the measured value and the set point. Manual mode provides open-loop control, allowing the user to directly set the output power without automatic adjustments based on temperature or set point. Auto mode is the standard operating mode, while manual mode is typically used for troubleshooting or specialized applications. The controller can also follow the input error failure mode settings when in auto mode."
"present , the controller will indicate an input error message erin and then use the input error failure mode fail setting to de termine operation . you can choose to have the controller perform a bumpless transfer , switch power to output a preset manual level , or turn the output power off . bumpless transfer will allow the controller to trans fer to the manual mode using the last power value cal culated in the auto mode if the process had stabilized at a 5 percent output power level for two minutes prior to sensor failure , and that power level is less than 75 per cent . e r u t a r e p m e t 100 40 r e w o p 0 set point actual temperature sensor break output power time 2 minutes locks in output power input error latching ierr setup page deter mines the controllers response once a valid input signal returns to the controller . if latching is on lat , then the controller will continue to indicate an input error until the error is cleared . to clear a latched alarm , press the infinity key . if latching is","How does the Watlow SD31 controller respond to input errors and what is a bumpless transfer?","When the Watlow SD31 detects a loss of valid input signal, it displays an input error message (ErIn) and follows the setting of the input error failure mode (FAIL). Depending on configuration, the controller can perform a bumpless transfer, output a preset manual power level, or turn the output off. A bumpless transfer allows a smooth transition to manual mode using the last stable power value calculated in auto mode, provided the system had been stable at 5% output for two minutes and below 75% power. The controller’s behavior after signal recovery is controlled by the 'input error latching (IERR)' parameter: if set to LAT, the error must be manually cleared with the infinity key; if set to NLAT, the controller resumes normal operation automatically."
